structure_id,relative_cif_path,graph_file,num_nodes,num_edges,node_feature_dim,edge_feature_dim,energy,delta_energy,lower_rotation,displacement,upper_rotation
L180_D0_U180,r180/t0/t0_180.cif,L180_D0_U180.pkl,156,3678,4,3,-936.43409,0.2057100000000673,180.0,0.0,180.0
L180_D0_U20,r180/t0/t0_20.cif,L180_D0_U20.pkl,156,3656,4,3,-936.09024,0.5495600000000422,180.0,0.0,20.0
L180_D0_U200,r180/t0/t0_200.cif,L180_D0_U200.pkl,156,3606,4,3,-936.26467,0.3751300000000128,180.0,0.0,200.0
L180_D0_U220,r180/t0/t0_220.cif,L180_D0_U220.pkl,156,3650,4,3,-936.34418,0.2956199999999853,180.0,0.0,220.0
L180_D0_U240,r180/t0/t0_240.cif,L180_D0_U240.pkl,156,3722,4,3,-936.45847,0.1813300000000026,180.0,0.0,240.0
L180_D0_U260,r180/t0/t0_260.cif,L180_D0_U260.pkl,156,3806,4,3,-936.48971,0.1500900000000911,180.0,0.0,260.0
L180_D0_U280,r180/t0/t0_280.cif,L180_D0_U280.pkl,156,3688,4,3,-936.2924,0.3473999999999932,180.0,0.0,280.0
L180_D0_U300,r180/t0/t0_300.cif,L180_D0_U300.pkl,156,3934,4,3,-936.86946,-0.2296599999999671,180.0,0.0,300.0
L180_D0_U320,r180/t0/t0_320.cif,L180_D0_U320.pkl,156,3928,4,3,-936.88441,-0.244609999999966,180.0,0.0,320.0
L180_D0_U340,r180/t0/t0_340.cif,L180_D0_U340.pkl,156,3860,4,3,-936.88537,-0.2455699999999296,180.0,0.0,340.0
L180_D0_U40,r180/t0/t0_40.cif,L180_D0_U40.pkl,156,3626,4,3,-936.1009,0.5389000000000124,180.0,0.0,40.0
L180_D0_U60,r180/t0/t0_60.cif,L180_D0_U60.pkl,156,3640,4,3,-936.19237,0.4474300000000539,180.0,0.0,60.0
L180_D0_U80,r180/t0/t0_80.cif,L180_D0_U80.pkl,156,3678,4,3,-936.27152,0.368280000000027,180.0,0.0,80.0
L180_D1.2_U0,r180/t1.2/t1.2_0.cif,L180_D1.2_U0.pkl,156,3646,4,3,-936.24604,0.3937600000000429,180.0,1.2,0.0
L180_D1.2_U100,r180/t1.2/t1.2_100.cif,L180_D1.2_U100.pkl,156,3688,4,3,-936.37756,0.2622400000000198,180.0,1.2,100.0
L180_D1.2_U120,r180/t1.2/t1.2_120.cif,L180_D1.2_U120.pkl,156,3732,4,3,-936.50433,0.1354700000000548,180.0,1.2,120.0
L180_D1.2_U140,r180/t1.2/t1.2_140.cif,L180_D1.2_U140.pkl,156,3634,4,3,-936.34485,0.2949500000000853,180.0,1.2,140.0
L180_D1.2_U160,r180/t1.2/t1.2_160.cif,L180_D1.2_U160.pkl,156,3546,4,3,-936.20311,0.4366899999999987,180.0,1.2,160.0
L180_D1.2_U180,r180/t1.2/t1.2_180.cif,L180_D1.2_U180.pkl,156,3508,4,3,-936.15236,0.4874399999999923,180.0,1.2,180.0
L180_D1.2_U20,r180/t1.2/t1.2_20.cif,L180_D1.2_U20.pkl,156,3572,4,3,-936.11354,0.526260000000093,180.0,1.2,20.0
L180_D1.2_U200,r180/t1.2/t1.2_200.cif,L180_D1.2_U200.pkl,156,3508,4,3,-936.11949,0.5203099999999949,180.0,1.2,200.0
L180_D1.2_U220,r180/t1.2/t1.2_220.cif,L180_D1.2_U220.pkl,156,3638,4,3,-936.32928,0.3105199999999968,180.0,1.2,220.0
L180_D1.2_U240,r180/t1.2/t1.2_240.cif,L180_D1.2_U240.pkl,156,3670,4,3,-936.38326,0.2565400000000863,180.0,1.2,240.0
L180_D1.2_U260,r180/t1.2/t1.2_260.cif,L180_D1.2_U260.pkl,156,3814,4,3,-936.6199,0.0199000000000069,180.0,1.2,260.0
L180_D1.2_U280,r180/t1.2/t1.2_280.cif,L180_D1.2_U280.pkl,156,3862,4,3,-936.80032,-0.1605200000000195,180.0,1.2,280.0
L180_D1.2_U300,r180/t1.2/t1.2_300.cif,L180_D1.2_U300.pkl,156,3880,4,3,-937.04962,-0.4098199999999679,180.0,1.2,300.0
L180_D1.2_U320,r180/t1.2/t1.2_320.cif,L180_D1.2_U320.pkl,156,3824,4,3,-936.97076,-0.3309600000000046,180.0,1.2,320.0
L180_D1.2_U340,r180/t1.2/t1.2_340.cif,L180_D1.2_U340.pkl,156,3804,4,3,-936.93211,-0.2923099999999294,180.0,1.2,340.0
L180_D1.2_U40,r180/t1.2/t1.2_40.cif,L180_D1.2_U40.pkl,156,3546,4,3,-936.10107,0.5387299999999868,180.0,1.2,40.0
L180_D1.2_U60,r180/t1.2/t1.2_60.cif,L180_D1.2_U60.pkl,156,3592,4,3,-936.16344,0.4763599999999997,180.0,1.2,60.0
L180_D1.2_U80,r180/t1.2/t1.2_80.cif,L180_D1.2_U80.pkl,156,3602,4,3,-936.27051,0.3692900000000918,180.0,1.2,80.0
L180_D2.4_U0,r180/t2.4/t2.4_0.cif,L180_D2.4_U0.pkl,156,3696,4,3,-936.37164,0.2681600000000799,180.0,2.4,0.0
L180_D2.4_U100,r180/t2.4/t2.4_100.cif,L180_D2.4_U100.pkl,156,3784,4,3,-936.44866,0.1911400000000185,180.0,2.4,100.0
L180_D2.4_U120,r180/t2.4/t2.4_120.cif,L180_D2.4_U120.pkl,156,3756,4,3,-936.43884,0.2009600000000091,180.0,2.4,120.0
L180_D2.4_U140,r180/t2.4/t2.4_140.cif,L180_D2.4_U140.pkl,156,3636,4,3,-936.26536,0.3744400000000496,180.0,2.4,140.0
L180_D2.4_U160,r180/t2.4/t2.4_160.cif,L180_D2.4_U160.pkl,156,3568,4,3,-936.1218,0.5180000000000291,180.0,2.4,160.0
L180_D2.4_U180,r180/t2.4/t2.4_180.cif,L180_D2.4_U180.pkl,156,3512,4,3,-936.0197,0.6201000000000931,180.0,2.4,180.0
L180_D2.4_U20,r180/t2.4/t2.4_20.cif,L180_D2.4_U20.pkl,156,3602,4,3,-936.20799,0.4318100000000413,180.0,2.4,20.0
L180_D2.4_U200,r180/t2.4/t2.4_200.cif,L180_D2.4_U200.pkl,156,3508,4,3,-935.99057,0.6492299999999886,180.0,2.4,200.0
L180_D2.4_U220,r180/t2.4/t2.4_220.cif,L180_D2.4_U220.pkl,156,3532,4,3,-936.06991,0.5698899999999867,180.0,2.4,220.0
L180_D2.4_U240,r180/t2.4/t2.4_240.cif,L180_D2.4_U240.pkl,156,3704,4,3,-936.29116,0.3486400000000458,180.0,2.4,240.0
L180_D2.4_U260,r180/t2.4/t2.4_260.cif,L180_D2.4_U260.pkl,156,3708,4,3,-936.37203,0.2677700000000413,180.0,2.4,260.0
L180_D2.4_U280,r180/t2.4/t2.4_280.cif,L180_D2.4_U280.pkl,156,3812,4,3,-936.74712,-0.1073199999999587,180.0,2.4,280.0
L180_D2.4_U300,r180/t2.4/t2.4_300.cif,L180_D2.4_U300.pkl,156,3854,4,3,-936.94866,-0.3088599999999815,180.0,2.4,300.0
L180_D2.4_U320,r180/t2.4/t2.4_320.cif,L180_D2.4_U320.pkl,156,3852,4,3,-937.03635,-0.3965499999999338,180.0,2.4,320.0
L180_D2.4_U340,r180/t2.4/t2.4_340.cif,L180_D2.4_U340.pkl,156,3744,4,3,-936.50195,0.1378500000000713,180.0,2.4,340.0
L180_D2.4_U40,r180/t2.4/t2.4_40.cif,L180_D2.4_U40.pkl,156,3542,4,3,-936.1031,0.5366999999999962,180.0,2.4,40.0
L180_D2.4_U60,r180/t2.4/t2.4_60.cif,L180_D2.4_U60.pkl,156,3600,4,3,-936.10105,0.53875000000005,180.0,2.4,60.0
L180_D2.4_U80,r180/t2.4/t2.4_80.cif,L180_D2.4_U80.pkl,156,3608,4,3,-936.20722,0.4325800000000299,180.0,2.4,80.0
L180_D3.6_U0,r180/t3.6/t3.6_0.cif,L180_D3.6_U0.pkl,156,3640,4,3,-936.3422,0.2975999999999885,180.0,3.6,0.0
L180_D3.6_U100,r180/t3.6/t3.6_100.cif,L180_D3.6_U100.pkl,156,3760,4,3,-936.4278,0.211999999999989,180.0,3.6,100.0
L180_D3.6_U120,r180/t3.6/t3.6_120.cif,L180_D3.6_U120.pkl,156,3698,4,3,-936.37736,0.2624400000000833,180.0,3.6,120.0
L180_D3.6_U140,r180/t3.6/t3.6_140.cif,L180_D3.6_U140.pkl,156,3660,4,3,-936.29369,0.346110000000067,180.0,3.6,140.0
L180_D3.6_U160,r180/t3.6/t3.6_160.cif,L180_D3.6_U160.pkl,156,3616,4,3,-936.17764,0.4621600000000399,180.0,3.6,160.0
L180_D3.6_U180,r180/t3.6/t3.6_180.cif,L180_D3.6_U180.pkl,156,3564,4,3,-936.08956,0.5502400000000307,180.0,3.6,180.0
L180_D3.6_U20,r180/t3.6/t3.6_20.cif,L180_D3.6_U20.pkl,156,3602,4,3,-936.20815,0.4316499999999905,180.0,3.6,20.0
L180_D3.6_U200,r180/t3.6/t3.6_200.cif,L180_D3.6_U200.pkl,156,3544,4,3,-936.03745,0.6023500000000013,180.0,3.6,200.0
L180_D3.6_U220,r180/t3.6/t3.6_220.cif,L180_D3.6_U220.pkl,156,3602,4,3,-936.1163,0.5235000000000127,180.0,3.6,220.0
L180_D3.6_U240,r180/t3.6/t3.6_240.cif,L180_D3.6_U240.pkl,156,3658,4,3,-936.2224,0.4174000000000433,180.0,3.6,240.0
L180_D3.6_U260,r180/t3.6/t3.6_260.cif,L180_D3.6_U260.pkl,156,3676,4,3,-936.23265,0.4071500000000014,180.0,3.6,260.0
L180_D3.6_U280,r180/t3.6/t3.6_280.cif,L180_D3.6_U280.pkl,156,3674,4,3,-936.29502,0.3447800000000143,180.0,3.6,280.0
L180_D3.6_U300,r180/t3.6/t3.6_300.cif,L180_D3.6_U300.pkl,156,3706,4,3,-936.31728,0.3225200000000541,180.0,3.6,300.0
L180_D3.6_U320,r180/t3.6/t3.6_320.cif,L180_D3.6_U320.pkl,156,3720,4,3,-936.27335,0.3664499999999862,180.0,3.6,320.0
L180_D3.6_U340,r180/t3.6/t3.6_340.cif,L180_D3.6_U340.pkl,156,3692,4,3,-936.41247,0.2273300000000517,180.0,3.6,340.0
L180_D3.6_U40,r180/t3.6/t3.6_40.cif,L180_D3.6_U40.pkl,156,3562,4,3,-936.09984,0.5399600000000646,180.0,3.6,40.0
L180_D3.6_U60,r180/t3.6/t3.6_60.cif,L180_D3.6_U60.pkl,156,3596,4,3,-936.06907,0.5707300000000259,180.0,3.6,60.0
L180_D3.6_U80,r180/t3.6/t3.6_80.cif,L180_D3.6_U80.pkl,156,3608,4,3,-936.12442,0.5153800000000501,180.0,3.6,80.0
L180_D4.8_U0,r180/t4.8/t4.8_0.cif,L180_D4.8_U0.pkl,156,3624,4,3,-936.35773,0.2820700000000897,180.0,4.8,0.0
L180_D4.8_U100,r180/t4.8/t4.8_100.cif,L180_D4.8_U100.pkl,156,3720,4,3,-936.32039,0.3194100000000617,180.0,4.8,100.0
L180_D4.8_U120,r180/t4.8/t4.8_120.cif,L180_D4.8_U120.pkl,156,3714,4,3,-936.272,0.3677999999999883,180.0,4.8,120.0
L180_D4.8_U140,r180/t4.8/t4.8_140.cif,L180_D4.8_U140.pkl,156,3672,4,3,-936.29644,0.3433600000000751,180.0,4.8,140.0
L180_D4.8_U160,r180/t4.8/t4.8_160.cif,L180_D4.8_U160.pkl,156,3714,4,3,-936.46214,0.1776600000000598,180.0,4.8,160.0
L180_D4.8_U180,r180/t4.8/t4.8_180.cif,L180_D4.8_U180.pkl,156,3590,4,3,-936.12424,0.5155600000000504,180.0,4.8,180.0
L180_D4.8_U20,r180/t4.8/t4.8_20.cif,L180_D4.8_U20.pkl,156,3570,4,3,-936.20767,0.4321300000000292,180.0,4.8,20.0
L180_D4.8_U200,r180/t4.8/t4.8_200.cif,L180_D4.8_U200.pkl,156,3580,4,3,-936.09542,0.5443800000000465,180.0,4.8,200.0
L180_D4.8_U220,r180/t4.8/t4.8_220.cif,L180_D4.8_U220.pkl,156,3658,4,3,-936.21661,0.4231900000000905,180.0,4.8,220.0
L180_D4.8_U240,r180/t4.8/t4.8_240.cif,L180_D4.8_U240.pkl,156,3696,4,3,-936.28322,0.3565800000000081,180.0,4.8,240.0
L180_D4.8_U260,r180/t4.8/t4.8_260.cif,L180_D4.8_U260.pkl,156,3712,4,3,-936.21157,0.428229999999985,180.0,4.8,260.0
L180_D4.8_U280,r180/t4.8/t4.8_280.cif,L180_D4.8_U280.pkl,156,3696,4,3,-936.27831,0.3614900000000034,180.0,4.8,280.0
L180_D4.8_U300,r180/t4.8/t4.8_300.cif,L180_D4.8_U300.pkl,156,3716,4,3,-936.33679,0.3030100000000857,180.0,4.8,300.0
L180_D4.8_U320,r180/t4.8/t4.8_320.cif,L180_D4.8_U320.pkl,156,3758,4,3,-936.27826,0.3615399999999908,180.0,4.8,320.0
L180_D4.8_U340,r180/t4.8/t4.8_340.cif,L180_D4.8_U340.pkl,156,3680,4,3,-936.10074,0.5390600000000632,180.0,4.8,340.0
L180_D4.8_U40,r180/t4.8/t4.8_40.cif,L180_D4.8_U40.pkl,156,3560,4,3,-936.10884,0.5309600000000501,180.0,4.8,40.0
L180_D4.8_U60,r180/t4.8/t4.8_60.cif,L180_D4.8_U60.pkl,156,3604,4,3,-936.15996,0.4798400000000811,180.0,4.8,60.0
L180_D4.8_U80,r180/t4.8/t4.8_80.cif,L180_D4.8_U80.pkl,156,3582,4,3,-936.13713,0.5026700000000801,180.0,4.8,80.0
L180_D6_U0,r180/t6.0/t6.0_0.cif,L180_D6_U0.pkl,156,3642,4,3,-936.35218,0.2876200000000608,180.0,6.0,0.0
L180_D6_U100,r180/t6.0/t6.0_100.cif,L180_D6_U100.pkl,156,3726,4,3,-936.42777,0.212030000000027,180.0,6.0,100.0
L180_D6_U120,r180/t6.0/t6.0_120.cif,L180_D6_U120.pkl,156,3744,4,3,-936.36107,0.2787299999999959,180.0,6.0,120.0
L180_D6_U140,r180/t6.0/t6.0_140.cif,L180_D6_U140.pkl,156,3636,4,3,-936.13393,0.5058700000000727,180.0,6.0,140.0
L180_D6_U160,r180/t6.0/t6.0_160.cif,L180_D6_U160.pkl,156,3606,4,3,-936.10858,0.5312200000000757,180.0,6.0,160.0
L180_D6_U180,r180/t6.0/t6.0_180.cif,L180_D6_U180.pkl,156,3586,4,3,-936.1886,0.4512000000000853,180.0,6.0,180.0
L180_D6_U20,r180/t6.0/t6.0_20.cif,L180_D6_U20.pkl,156,3558,4,3,-936.23494,0.4048599999999851,180.0,6.0,20.0
L180_D6_U200,r180/t6.0/t6.0_200.cif,L180_D6_U200.pkl,156,3580,4,3,-936.20161,0.4381900000000769,180.0,6.0,200.0
L180_D6_U220,r180/t6.0/t6.0_220.cif,L180_D6_U220.pkl,156,3606,4,3,-936.28977,0.3500300000000607,180.0,6.0,220.0
L180_D6_U240,r180/t6.0/t6.0_240.cif,L180_D6_U240.pkl,156,3680,4,3,-936.31214,0.3276600000000371,180.0,6.0,240.0
L180_D6_U260,r180/t6.0/t6.0_260.cif,L180_D6_U260.pkl,156,3698,4,3,-936.30541,0.3343899999999848,180.0,6.0,260.0
L180_D6_U280,r180/t6.0/t6.0_280.cif,L180_D6_U280.pkl,156,3666,4,3,-936.27273,0.3670700000000124,180.0,6.0,280.0
L180_D6_U300,r180/t6.0/t6.0_300.cif,L180_D6_U300.pkl,156,3736,4,3,-936.39935,0.2404500000000098,180.0,6.0,300.0
L180_D6_U320,r180/t6.0/t6.0_320.cif,L180_D6_U320.pkl,156,3738,4,3,-936.47539,0.1644100000000889,180.0,6.0,320.0
L180_D6_U340,r180/t6.0/t6.0_340.cif,L180_D6_U340.pkl,156,3712,4,3,-936.48234,0.1574600000000146,180.0,6.0,340.0
L180_D6_U40,r180/t6.0/t6.0_40.cif,L180_D6_U40.pkl,156,3542,4,3,-936.15906,0.4807400000000825,180.0,6.0,40.0
L180_D6_U60,r180/t6.0/t6.0_60.cif,L180_D6_U60.pkl,156,3598,4,3,-936.24572,0.3940800000000308,180.0,6.0,60.0
L180_D6_U80,r180/t6.0/t6.0_80.cif,L180_D6_U80.pkl,156,3586,4,3,-936.24548,0.3943199999999933,180.0,6.0,80.0
L180_D7.2_U0,r180/t7.2/t7.2_0.cif,L180_D7.2_U0.pkl,156,3630,4,3,-936.28387,0.3559300000000576,180.0,7.2,0.0
L180_D7.2_U100,r180/t7.2/t7.2_100.cif,L180_D7.2_U100.pkl,156,3724,4,3,-936.41129,0.2285100000000284,180.0,7.2,100.0
L180_D7.2_U120,r180/t7.2/t7.2_120.cif,L180_D7.2_U120.pkl,156,3742,4,3,-936.37606,0.2637399999999843,180.0,7.2,120.0
L180_D7.2_U140,r180/t7.2/t7.2_140.cif,L180_D7.2_U140.pkl,156,3690,4,3,-936.22041,0.4193900000000212,180.0,7.2,140.0
L180_D7.2_U160,r180/t7.2/t7.2_160.cif,L180_D7.2_U160.pkl,156,3668,4,3,-936.32164,0.3181600000000344,180.0,7.2,160.0
L180_D7.2_U180,r180/t7.2/t7.2_180.cif,L180_D7.2_U180.pkl,156,3608,4,3,-936.26919,0.370610000000056,180.0,7.2,180.0
L180_D7.2_U20,r180/t7.2/t7.2_20.cif,L180_D7.2_U20.pkl,156,3582,4,3,-936.15625,0.4835500000000365,180.0,7.2,20.0
L180_D7.2_U200,r180/t7.2/t7.2_200.cif,L180_D7.2_U200.pkl,156,3610,4,3,-936.31593,0.3238700000000563,180.0,7.2,200.0
L180_D7.2_U220,r180/t7.2/t7.2_220.cif,L180_D7.2_U220.pkl,156,3616,4,3,-936.32912,0.3106800000000476,180.0,7.2,220.0
L180_D7.2_U240,r180/t7.2/t7.2_240.cif,L180_D7.2_U240.pkl,156,3658,4,3,-936.3743,0.2655000000000882,180.0,7.2,240.0
L180_D7.2_U260,r180/t7.2/t7.2_260.cif,L180_D7.2_U260.pkl,156,3748,4,3,-936.39907,0.240729999999985,180.0,7.2,260.0
L180_D7.2_U280,r180/t7.2/t7.2_280.cif,L180_D7.2_U280.pkl,156,3644,4,3,-936.27219,0.3676100000000133,180.0,7.2,280.0
L180_D7.2_U300,r180/t7.2/t7.2_300.cif,L180_D7.2_U300.pkl,156,3870,4,3,-936.77543,-0.1356299999999919,180.0,7.2,300.0
L180_D7.2_U320,r180/t7.2/t7.2_320.cif,L180_D7.2_U320.pkl,156,3842,4,3,-936.76427,-0.1244699999999738,180.0,7.2,320.0
L180_D7.2_U340,r180/t7.2/t7.2_340.cif,L180_D7.2_U340.pkl,156,3752,4,3,-936.48031,0.1594900000000052,180.0,7.2,340.0
L180_D7.2_U40,r180/t7.2/t7.2_40.cif,L180_D7.2_U40.pkl,156,3566,4,3,-936.13352,0.5062800000000607,180.0,7.2,40.0
L180_D7.2_U60,r180/t7.2/t7.2_60.cif,L180_D7.2_U60.pkl,156,3616,4,3,-936.21936,0.420439999999985,180.0,7.2,60.0
L180_D7.2_U80,r180/t7.2/t7.2_80.cif,L180_D7.2_U80.pkl,156,3642,4,3,-936.29433,0.3454700000000912,180.0,7.2,80.0
L180_D8.4_U0,r180/t8.4/t8.4_0.cif,L180_D8.4_U0.pkl,156,3638,4,3,-936.10752,0.5322800000000143,180.0,8.4,0.0
L180_D8.4_U100,r180/t8.4/t8.4_100.cif,L180_D8.4_U100.pkl,156,3726,4,3,-936.42976,0.210040000000049,180.0,8.4,100.0
L180_D8.4_U120,r180/t8.4/t8.4_120.cif,L180_D8.4_U120.pkl,156,3912,4,3,-936.85811,-0.218309999999974,180.0,8.4,120.0
L180_D8.4_U140,r180/t8.4/t8.4_140.cif,L180_D8.4_U140.pkl,156,3802,4,3,-936.42708,0.2127199999999902,180.0,8.4,140.0
L180_D8.4_U160,r180/t8.4/t8.4_160.cif,L180_D8.4_U160.pkl,156,3716,4,3,-936.43151,0.2082900000000336,180.0,8.4,160.0
L180_D8.4_U180,r180/t8.4/t8.4_180.cif,L180_D8.4_U180.pkl,156,3626,4,3,-936.33597,0.3038300000000618,180.0,8.4,180.0
L180_D8.4_U20,r180/t8.4/t8.4_20.cif,L180_D8.4_U20.pkl,156,3624,4,3,-936.07823,0.5615700000000743,180.0,8.4,20.0
L180_D8.4_U200,r180/t8.4/t8.4_200.cif,L180_D8.4_U200.pkl,156,3604,4,3,-936.32494,0.314860000000067,180.0,8.4,200.0
L180_D8.4_U220,r180/t8.4/t8.4_220.cif,L180_D8.4_U220.pkl,156,3636,4,3,-936.37607,0.2637300000000095,180.0,8.4,220.0
L180_D8.4_U240,r180/t8.4/t8.4_240.cif,L180_D8.4_U240.pkl,156,3688,4,3,-936.42595,0.2138500000000931,180.0,8.4,240.0
L180_D8.4_U260,r180/t8.4/t8.4_260.cif,L180_D8.4_U260.pkl,156,3784,4,3,-936.49771,0.1420900000000529,180.0,8.4,260.0
L180_D8.4_U280,r180/t8.4/t8.4_280.cif,L180_D8.4_U280.pkl,156,3690,4,3,-936.31065,0.3291500000000269,180.0,8.4,280.0
L180_D8.4_U300,r180/t8.4/t8.4_300.cif,L180_D8.4_U300.pkl,156,3824,4,3,-936.66274,-0.0229399999999486,180.0,8.4,300.0
L180_D8.4_U320,r180/t8.4/t8.4_320.cif,L180_D8.4_U320.pkl,156,3858,4,3,-936.67745,-0.037649999999985,180.0,8.4,320.0
L180_D8.4_U340,r180/t8.4/t8.4_340.cif,L180_D8.4_U340.pkl,156,3860,4,3,-936.75477,-0.1149699999999711,180.0,8.4,340.0
L180_D8.4_U40,r180/t8.4/t8.4_40.cif,L180_D8.4_U40.pkl,156,3618,4,3,-936.11328,0.526520000000005,180.0,8.4,40.0
L180_D8.4_U60,r180/t8.4/t8.4_60.cif,L180_D8.4_U60.pkl,156,3620,4,3,-936.20877,0.4310300000000779,180.0,8.4,60.0
L180_D8.4_U80,r180/t8.4/t8.4_80.cif,L180_D8.4_U80.pkl,156,3644,4,3,-936.30537,0.3344299999999975,180.0,8.4,80.0
L180_D9.6_U0,r180/t9.6/t9.6_0.cif,L180_D9.6_U0.pkl,156,3642,4,3,-936.11855,0.5212500000000091,180.0,9.6,0.0
L180_D9.6_U100,r180/t9.6/t9.6_100.cif,L180_D9.6_U100.pkl,156,3740,4,3,-936.45969,0.1801100000000133,180.0,9.6,100.0
L180_D9.6_U120,r180/t9.6/t9.6_120.cif,L180_D9.6_U120.pkl,156,3768,4,3,-936.59159,0.04821000000004,180.0,9.6,120.0
L180_D9.6_U140,r180/t9.6/t9.6_140.cif,L180_D9.6_U140.pkl,156,3730,4,3,-936.40172,0.2380800000000817,180.0,9.6,140.0
L180_D9.6_U160,r180/t9.6/t9.6_160.cif,L180_D9.6_U160.pkl,156,3646,4,3,-936.33593,0.3038700000000744,180.0,9.6,160.0
L180_D9.6_U180,r180/t9.6/t9.6_180.cif,L180_D9.6_U180.pkl,156,3612,4,3,-936.27195,0.3678500000000895,180.0,9.6,180.0
L180_D9.6_U20,r180/t9.6/t9.6_20.cif,L180_D9.6_U20.pkl,156,3626,4,3,-936.07463,0.5651700000000801,180.0,9.6,20.0
L180_D9.6_U200,r180/t9.6/t9.6_200.cif,L180_D9.6_U200.pkl,156,3596,4,3,-936.25053,0.3892700000000104,180.0,9.6,200.0
L180_D9.6_U220,r180/t9.6/t9.6_220.cif,L180_D9.6_U220.pkl,156,3620,4,3,-936.30506,0.3347400000000107,180.0,9.6,220.0
L180_D9.6_U240,r180/t9.6/t9.6_240.cif,L180_D9.6_U240.pkl,156,3706,4,3,-936.43162,0.2081800000000839,180.0,9.6,240.0
L180_D9.6_U260,r180/t9.6/t9.6_260.cif,L180_D9.6_U260.pkl,156,3806,4,3,-936.50088,0.1389199999999846,180.0,9.6,260.0
L180_D9.6_U280,r180/t9.6/t9.6_280.cif,L180_D9.6_U280.pkl,156,3816,4,3,-936.60006,0.0397400000000516,180.0,9.6,280.0
L180_D9.6_U300,r180/t9.6/t9.6_300.cif,L180_D9.6_U300.pkl,156,3930,4,3,-936.90327,-0.2634699999999839,180.0,9.6,300.0
L180_D9.6_U320,r180/t9.6/t9.6_320.cif,L180_D9.6_U320.pkl,156,3876,4,3,-936.92746,-0.2876599999999598,180.0,9.6,320.0
L180_D9.6_U340,r180/t9.6/t9.6_340.cif,L180_D9.6_U340.pkl,156,3828,4,3,-936.88996,-0.2501599999999371,180.0,9.6,340.0
L180_D9.6_U40,r180/t9.6/t9.6_40.cif,L180_D9.6_U40.pkl,156,3618,4,3,-936.10039,0.539410000000089,180.0,9.6,40.0
L180_D9.6_U60,r180/t9.6/t9.6_60.cif,L180_D9.6_U60.pkl,156,3628,4,3,-936.1791,0.460700000000088,180.0,9.6,60.0
L180_D9.6_U80,r180/t9.6/t9.6_80.cif,L180_D9.6_U80.pkl,156,3666,4,3,-936.28301,0.3567900000000463,180.0,9.6,80.0
L200_D0_U0,r200/t0/t0_0.cif,L200_D0_U0.pkl,156,3868,4,3,-936.60823,0.0315699999999878,200.0,0.0,0.0
L200_D0_U100,r200/t0/t0_100.cif,L200_D0_U100.pkl,156,3794,4,3,-936.50847,0.1313300000000481,200.0,0.0,100.0
L200_D0_U120,r200/t0/t0_120.cif,L200_D0_U120.pkl,156,3810,4,3,-936.56514,0.0746599999999944,200.0,0.0,120.0
L200_D0_U140,r200/t0/t0_140.cif,L200_D0_U140.pkl,156,3742,4,3,-936.45634,0.1834600000000819,200.0,0.0,140.0
L200_D0_U160,r200/t0/t0_160.cif,L200_D0_U160.pkl,156,3700,4,3,-936.33345,0.3063500000000658,200.0,0.0,160.0
L200_D0_U180,r200/t0/t0_180.cif,L200_D0_U180.pkl,156,3708,4,3,-936.46344,0.1763600000000451,200.0,0.0,180.0
L200_D0_U20,r200/t0/t0_20.cif,L200_D0_U20.pkl,156,3666,4,3,-936.13112,0.5086800000000267,200.0,0.0,20.0
L200_D0_U200,r200/t0/t0_200.cif,L200_D0_U200.pkl,156,3694,4,3,-936.48531,0.1544900000000098,200.0,0.0,200.0
L200_D0_U220,r200/t0/t0_220.cif,L200_D0_U220.pkl,156,3750,4,3,-936.53442,0.1053800000000819,200.0,0.0,220.0
L200_D0_U240,r200/t0/t0_240.cif,L200_D0_U240.pkl,156,3798,4,3,-936.62559,0.0142100000000482,200.0,0.0,240.0
L200_D0_U260,r200/t0/t0_260.cif,L200_D0_U260.pkl,156,3770,4,3,-936.45516,0.1846400000000585,200.0,0.0,260.0
L200_D0_U280,r200/t0/t0_280.cif,L200_D0_U280.pkl,156,3692,4,3,-936.3772,0.2626000000000204,200.0,0.0,280.0
L200_D0_U300,r200/t0/t0_300.cif,L200_D0_U300.pkl,156,3902,4,3,-936.79732,-0.1575199999999768,200.0,0.0,300.0
L200_D0_U320,r200/t0/t0_320.cif,L200_D0_U320.pkl,156,3890,4,3,-936.89801,-0.2582099999999627,200.0,0.0,320.0
L200_D0_U340,r200/t0/t0_340.cif,L200_D0_U340.pkl,156,3856,4,3,-936.79034,-0.1505399999999781,200.0,0.0,340.0
L200_D0_U40,r200/t0/t0_40.cif,L200_D0_U40.pkl,156,3608,4,3,-936.0573,0.5824999999999818,200.0,0.0,40.0
L200_D0_U60,r200/t0/t0_60.cif,L200_D0_U60.pkl,156,3650,4,3,-936.22221,0.4175900000000183,200.0,0.0,60.0
L200_D0_U80,r200/t0/t0_80.cif,L200_D0_U80.pkl,156,3678,4,3,-936.27046,0.3693400000000792,200.0,0.0,80.0
L200_D1.2_U0,r200/t1.2/t1.2_0.cif,L200_D1.2_U0.pkl,156,3798,4,3,-936.50208,0.1377200000000584,200.0,1.2,0.0
L200_D1.2_U100,r200/t1.2/t1.2_100.cif,L200_D1.2_U100.pkl,156,3754,4,3,-936.42937,0.2104300000000876,200.0,1.2,100.0
L200_D1.2_U120,r200/t1.2/t1.2_120.cif,L200_D1.2_U120.pkl,156,3776,4,3,-936.47975,0.1600500000000693,200.0,1.2,120.0
